"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.howMuch","Answer.tag1","Approve","Reject"
"301KG0KX9C6Z67ES09CZFMLD9UIH2N","379L1CFRK87KNMGU9C75OBUUVNG8TP","Explain + rate images","Give a rating for how funny an image is and why","image, summarization","$0.02","Wed Apr 26 14:35:45 PDT 2023","2","BatchId:5062583;OriginalHitTemplateId:928390876;","86400","259200","Thu May 04 14:35:45 PDT 2023","","","3AQF3RZ55935XW4GIN53RXM7WST6FB","A2F0X4LN9N4O4C","Approved","Wed Apr 26 20:18:52 PDT 2023","Wed Apr 26 20:19:04 PDT 2023","Sat Apr 29 20:19:04 PDT 2023","Sat Apr 29 20:19:33 PDT 2023","","","12","100% (89/89)","100% (44/44)","100% (44/44)","https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1305.jpg","4.8","Hammering eggs"
"301KG0KX9C6Z67ES09CZFMLD9UIH2N","379L1CFRK87KNMGU9C75OBUUVNG8TP","Explain + rate images","Give a rating for how funny an image is and why","image, summarization","$0.02","Wed Apr 26 14:35:45 PDT 2023","2","BatchId:5062583;OriginalHitTemplateId:928390876;","86400","259200","Thu May 04 14:35:45 PDT 2023","","","3QY5DC2MXS5QZ7UHE536730NZFEUF6","AORHXBTOCXFUK","Approved","Thu Apr 27 00:53:25 PDT 2023","Thu Apr 27 00:53:50 PDT 2023","Sun Apr 30 00:53:50 PDT 2023","Sun Apr 30 00:54:33 PDT 2023","","","25","100% (20/20)","100% (20/20)","100% (20/20)","https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1305.jpg","3.7","feel hard"
"301KG0KX9C6Z67ES09CZFMLD9UJ2H9","379L1CFRK87KNMGU9C75OBUUVNG8TP","Explain + rate images","Give a rating for how funny an image is and why","image, summarization","$0.02","Wed Apr 26 14:36:17 PDT 2023","2","BatchId:5062583;OriginalHitTemplateId:928390876;","86400","259200","Thu May 04 14:36:17 PDT 2023","","","32SVAV9L3GUB4M0QO5LD6TZWPS4A30","A2A4LHPXF2E2GS","Approved","Fri Apr 28 14:51:56 PDT 2023","Fri Apr 28 14:52:47 PDT 2023","Mon May 01 14:52:47 PDT 2023","Sun Apr 30 22:34:56 PDT 2023","","","51","100% (196/196)","100% (196/196)","100% (196/196)","https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1319.jpg","2.2","67 but never grew up"
"301KG0KX9C6Z67ES09CZFMLD9UJ2H9","379L1CFRK87KNMGU9C75OBUUVNG8TP","Explain + rate images","Give a rating for how funny an image is and why","image, summarization","$0.02","Wed Apr 26 14:36:17 PDT 2023","2","BatchId:5062583;OriginalHitTemplateId:928390876;","86400","259200","Thu May 04 14:36:17 PDT 2023","","","3QECW5O0KIMJXXM38O0NGVN8RCUT56","ARFAW0SGYEMFL","Approved","Fri Apr 28 09:45:00 PDT 2023","Fri Apr 28 09:46:03 PDT 2023","Mon May 01 09:46:03 PDT 2023","Sun Apr 30 22:34:56 PDT 2023","","","63","100% (123/123)","100% (123/123)","100% (123/123)","https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1319.jpg","3.7","a disguised middle finger"
"301KG0KX9C6Z67ES09CZFMLD9UJH2O","379L1CFRK87KNMGU9C75OBUUVNG8TP","Explain + rate images","Give a rating for how funny an image is and why","image, summarization","$0.02","Wed Apr 26 14:36:27 PDT 2023","2","BatchId:5062583;OriginalHitTemplateId:928390876;","86400","259200","Thu May 04 14:36:27 PDT 2023","","","3YOH7BII0AS1S8BVK648J2UBLPGVKO","A3I9UOCM5EXMR2","Approved","Mon May 01 05:01:16 PDT 2023","Mon May 01 05:01:47 PDT 2023","Thu May 04 05:01:47 PDT 2023","Mon May 01 15:56:37 PDT 2023","","","31","100% (583/583)","100% (583/583)","100% (583/583)","https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1388.jpg","8","Might be a fan but hot"
"301KG0KX9C6Z67ES09CZFMLD9UJH2O","379L1CFRK87KNMGU9C75OBUUVNG8TP","Explain + rate images","Give a rating for how funny an image is and why","image, summarization","$0.02","Wed Apr 26 14:36:27 PDT 2023","2","BatchId:5062583;OriginalHitTemplateId:928390876;","86400","259200","Thu May 04 14:36:27 PDT 2023","","","3R3YRB5GRGOV3GD93PHET2PW25BUAF","AJ0RL2YCXZC25","Approved","Sat Apr 29 11:23:24 PDT 2023","Sat Apr 29 11:23:35 PDT 2023","Tue May 02 11:23:35 PDT 2023","Sun Apr 30 22:34:56 PDT 2023","","","11","100% (636/636)","100% (636/636)","100% (636/636)","https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1388.jpg","8","Man in orange costume."
"301KG0KX9C6Z67ES09CZFMLD9UK2HA","379L1CFRK87KNMGU9C75OBUUVNG8TP","Explain + rate images","Give a rating for how funny an image is and why","image, summarization","$0.02","Wed Apr 26 14:36:52 PDT 2023","2","BatchId:5062583;OriginalHitTemplateId:928390876;","86400","259200","Thu May 04 14:36:52 PDT 2023","","","3300DTYQT32610N42LZVFKIYK0XQEX","A3I9UOCM5EXMR2","Approved","Sun Apr 30 21:09:24 PDT 2023","Sun Apr 30 21:09:51 PDT 2023","Wed May 03 21:09:51 PDT 2023","Sun Apr 30 22:34:56 PDT 2023","","","27","100% (583/583)","100% (583/583)","100% (583/583)","https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image782.jpg","1","This is a good art photo"
"301KG0KX9C6Z67ES09CZFMLD9UK2HA","379L1CFRK87KNMGU9C75OBUUVNG8TP","Explain + rate images","Give a rating for how funny an image is and why","image, summarization","$0.02","Wed Apr 26 14:36:52 PDT 2023","2","BatchId:5062583;OriginalHitTemplateId:928390876;","86400","259200","Thu May 04 14:36:52 PDT 2023","","","3TUI152ZZC87HZTSQX4G80Z4VR31QZ","AE03LUY7RH400","Approved","Mon May 01 05:52:24 PDT 2023","Mon May 01 05:54:39 PDT 2023","Thu May 04 05:54:39 PDT 2023","Mon May 01 15:56:37 PDT 2023","","","135","100% (110/110)","100% (110/110)","100% (110/110)","https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image782.jpg","1","thought process"
"302OLP89DZSXU2YGRWRDAD7V8Q6ACF","379L1CFRK87KNMGU9C75OBUUVNG8TP","Explain + rate images","Give a rating for how funny an image is and why","image, summarization","$0.02","Wed Apr 26 14:36:09 PDT 2023","2","BatchId:5062583;OriginalHitTemplateId:928390876;","86400","259200","Thu May 04 14:36:09 PDT 2023","","","3D8YOU6S9F5UGE16DC02DXNA6HHU6B","A2A4LHPXF2E2GS","Approved","Thu Apr 27 10:56:18 PDT 2023","Thu Apr 27 10:57:10 PDT 2023","Sun Apr 30 10:57:10 PDT 2023","Sun Apr 30 10:57:47 PDT 2023","","","52","100% (196/196)","100% (196/196)","100% (196/196)","https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image454.jpg","8.5","cultural appropriation"
"302OLP89DZSXU2YGRWRDAD7V8Q6ACF","379L1CFRK87KNMGU9C75OBUUVNG8TP","Explain + rate images","Give a rating for how funny an image is and why","image, summarization","$0.02","Wed Apr 26 14:36:09 PDT 2023","2","BatchId:5062583;OriginalHitTemplateId:928390876;","86400","259200","Thu May 04 14:36:09 PDT 2023","","","35USIKEBNS1HLOHXGBOGZ2VGYOZN6T","A2LN42YO5UY41W","Approved","Fri Apr 28 05:08:53 PDT 2023","Fri Apr 28 05:09:32 PDT 2023","Mon May 01 05:09:32 PDT 2023","Sun Apr 30 22:34:56 PDT 2023","","","39","100% (626/626)","100% (503/503)","100% (503/503)","https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image454.jpg","5.5","man"
